CALENDAR_DATE,PRICE,QUANTITY,SELL_ID,SELL_CATEGORY,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR,IS_LABOR_DAY
2012-03-21,12.75,16,2052,2,2012,,0,0,37.4,1,0.0
2012-03-21,12.6,42,2053,2,2012,,0,0,37.4,1,0.0
2012-03-22,12.73,28,2051,2,2012,,0,0,39.2,1,0.0
2012-03-22,12.75,20,2052,2,2012,,0,0,39.2,1,0.0
2012-03-22,12.6,44,2053,2,2012,,0,0,39.2,1,0.0
2012-03-23,12.73,34,2051,2,2012,,0,0,42.8,1,0.0
2012-03-23,12.75,24,2052,2,2012,,0,0,42.8,1,0.0
2012-03-23,12.6,46,2053,2,2012,,0,0,42.8,1,0.0
2012-03-24,12.73,20,2051,2,2012,,1,0,42.8,1,0.0
2012-03-24,12.75,12,2052,2,2012,,1,0,42.8,1,0.0
2012-03-24,12.6,32,2053,2,2012,,1,0,42.8,1,0.0
2012-03-25,12.73,24,2051,2,2012,,1,0,42.8,1,0.0
2012-03-25,12.75,14,2052,2,2012,,1,0,42.8,1,0.0
2012-03-25,12.6,32,2053,2,2012,,1,0,42.8,1,0.0
2012-03-26,12.73,28,2051,2,2012,,0,0,46.4,1,0.0
2012-03-26,12.75,18,2052,2,2012,,0,0,46.4,1,0.0
2012-03-26,12.6,50,2053,2,2012,,0,0,46.4,1,0.0
2012-03-27,12.73,34,2051,2,2012,,0,0,48.2,1,0.0
2012-03-27,12.75,20,2052,2,2012,,0,0,48.2,1,0.0
2012-03-27,12.6,46,2053,2,2012,,0,0,48.2,1,0.0
2012-03-28,12.73,34,2051,2,2012,,0,0,50.0,1,0.0
2012-03-28,12.75,16,2052,2,2012,,0,0,50.0,1,0.0
2012-03-28,12.6,48,2053,2,2012,,0,0,50.0,1,0.0
2012-03-29,12.73,30,2051,2,2012,,0,0,51.8,1,0.0
2012-03-29,12.75,16,2052,2,2012,,0,0,51.8,1,0.0
2012-03-29,12.6,50,2053,2,2012,,0,0,51.8,1,0.0
2012-03-30,12.73,34,2051,2,2012,,0,0,57.2,1,0.0
2012-03-30,12.75,22,2052,2,2012,,0,0,57.2,1,0.0
2012-03-30,12.6,42,2053,2,2012,,0,0,57.2,1,0.0
2012-03-31,12.73,20,2051,2,2012,,1,0,57.2,1,0.0
2012-03-31,12.75,18,2052,2,2012,,1,0,57.2,1,0.0
2012-03-31,12.6,28,2053,2,2012,,1,0,57.2,1,0.0
2012-04-01,12.73,20,2051,2,2012,,1,0,44.6,1,0.0
2012-04-01,12.75,18,2052,2,2012,,1,0,44.6,1,0.0
2012-04-01,12.6,34,2053,2,2012,,1,0,44.6,1,0.0
2012-04-02,12.73,26,2051,2,2012,,0,0,44.6,1,0.0
2012-04-02,12.75,18,2052,2,2012,,0,0,44.6,1,0.0
2012-04-02,12.6,44,2053,2,2012,,0,0,44.6,1,0.0
2012-04-03,12.73,26,2051,2,2012,Qing Ming Festival,0,0,48.2,1,0.0
2012-04-03,12.75,20,2052,2,2012,Qing Ming Festival,0,0,48.2,1,0.0
2012-04-03,12.6,36,2053,2,2012,Qing Ming Festival,0,0,48.2,1,0.0
2012-04-04,12.73,22,2051,2,2012,Qing Ming Festival,0,0,53.6,1,0.0
2012-04-04,12.75,16,2052,2,2012,Qing Ming Festival,0,0,53.6,1,0.0
2012-04-04,12.6,30,2053,2,2012,Qing Ming Festival,0,0,53.6,1,0.0
2012-04-05,12.73,26,2051,2,2012,Qing Ming Festival,0,0,57.2,1,0.0
2012-04-05,12.75,12,2052,2,2012,Qing Ming Festival,0,0,57.2,1,0.0
2012-04-05,12.6,30,2053,2,2012,Qing Ming Festival,0,0,57.2,1,0.0
2012-04-06,12.73,28,2051,2,2012,,0,0,55.4,1,0.0
2012-04-06,12.75,22,2052,2,2012,,0,0,55.4,1,0.0
2012-04-06,12.6,44,2053,2,2012,,0,0,55.4,1,0.0
2012-04-07,12.73,26,2051,2,2012,,1,0,53.6,1,0.0
2012-04-07,12.75,20,2052,2,2012,,1,0,53.6,1,0.0
2012-04-07,12.6,32,2053,2,2012,,1,0,53.6,1,0.0
2012-04-08,12.73,20,2051,2,2012,,1,0,55.4,1,0.0
2012-04-08,12.75,16,2052,2,2012,,1,0,55.4,1,0.0
2012-04-08,12.6,30,2053,2,2012,,1,0,55.4,1,0.0
2012-04-09,12.73,30,2051,2,2012,,0,0,60.8,1,0.0
2012-04-09,12.75,16,2052,2,2012,,0,0,60.8,1,0.0
2012-04-09,12.6,44,2053,2,2012,,0,0,60.8,1,0.0
2012-04-10,12.73,28,2051,2,2012,,0,0,50.0,1,0.0
2012-04-10,12.75,18,2052,2,2012,,0,0,50.0,1,0.0
2012-04-10,12.6,50,2053,2,2012,,0,0,50.0,1,0.0
2012-04-11,12.73,34,2051,2,2012,,0,0,57.2,1,0.0
2012-04-11,12.75,16,2052,2,2012,,0,0,57.2,1,0.0
2012-04-11,12.6,50,2053,2,2012,,0,0,57.2,1,0.0
2012-04-12,12.73,30,2051,2,2012,,0,0,62.6,1,0.0
2012-04-12,12.75,24,2052,2,2012,,0,0,62.6,1,0.0
2012-04-12,12.6,50,2053,2,2012,,0,0,62.6,1,0.0
2012-04-13,12.73,30,2051,2,2012,,0,0,66.2,1,0.0
2012-04-13,12.75,18,2052,2,2012,,0,0,66.2,1,0.0
2012-04-13,12.6,42,2053,2,2012,,0,0,66.2,1,0.0
2012-04-14,12.73,22,2051,2,2012,,1,0,69.8,1,0.0
2012-04-14,12.75,18,2052,2,2012,,1,0,69.8,1,0.0
2012-04-14,12.6,34,2053,2,2012,,1,0,69.8,1,0.0
2012-04-15,12.73,22,2051,2,2012,,1,0,60.8,1,0.0
2012-04-15,12.75,20,2052,2,2012,,1,0,60.8,1,0.0
2012-04-15,12.6,28,2053,2,2012,,1,0,60.8,1,0.0
2012-04-16,12.73,30,2051,2,2012,,0,0,66.2,1,0.0
2012-04-16,12.75,20,2052,2,2012,,0,0,66.2,1,0.0
2012-04-16,12.6,50,2053,2,2012,,0,0,66.2,1,0.0
2012-04-17,12.73,28,2051,2,2012,,0,0,57.2,1,0.0
2012-04-17,12.75,20,2052,2,2012,,0,0,57.2,1,0.0
2012-04-17,12.6,42,2053,2,2012,,0,0,57.2,1,0.0
2012-04-18,12.73,32,2051,2,2012,,0,0,57.2,1,0.0
2012-04-18,12.75,18,2052,2,2012,,0,0,57.2,1,0.0
2012-04-18,12.6,46,2053,2,2012,,0,0,57.2,1,0.0
2012-04-19,12.73,30,2051,2,2012,,0,0,62.6,1,0.0
2012-04-19,12.75,24,2052,2,2012,,0,0,62.6,1,0.0
2012-04-19,12.6,48,2053,2,2012,,0,0,62.6,1,0.0
2012-04-20,12.73,28,2051,2,2012,,0,0,66.2,1,0.0
2012-04-20,12.75,22,2052,2,2012,,0,0,66.2,1,0.0
2012-04-20,12.6,48,2053,2,2012,,0,0,66.2,1,0.0
2012-04-21,12.73,20,2051,2,2012,,1,0,53.6,1,0.0
2012-04-21,12.75,14,2052,2,2012,,1,0,53.6,1,0.0
2012-04-21,12.6,28,2053,2,2012,,1,0,53.6,1,0.0
2012-04-22,12.73,26,2051,2,2012,,1,0,57.2,1,0.0
2012-04-22,12.75,12,2052,2,2012,,1,0,57.2,1,0.0
2012-04-22,12.6,36,2053,2,2012,,1,0,57.2,1,0.0
2012-04-23,12.73,28,2051,2,2012,,0,0,55.4,1,0.0
2012-04-23,12.75,18,2052,2,2012,,0,0,55.4,1,0.0
2012-04-23,12.6,46,2053,2,2012,,0,0,55.4,1,0.0
2012-04-24,12.73,32,2051,2,2012,,0,0,60.8,1,0.0
2012-04-24,12.75,24,2052,2,2012,,0,0,60.8,1,0.0
2012-04-24,12.6,48,2053,2,2012,,0,0,60.8,1,0.0
2012-04-25,12.73,28,2051,2,2012,,0,0,55.4,1,0.0
2012-04-25,12.75,16,2052,2,2012,,0,0,55.4,1,0.0
2012-04-25,12.6,48,2053,2,2012,,0,0,55.4,1,0.0
2012-04-26,12.73,30,2051,2,2012,,0,0,53.6,1,0.0
2012-04-26,12.75,22,2052,2,2012,,0,0,53.6,1,0.0
2012-04-26,12.6,46,2053,2,2012,,0,0,53.6,1,0.0
2012-04-27,12.73,28,2051,2,2012,,0,0,60.8,1,0.0
2012-04-27,12.75,24,2052,2,2012,,0,0,60.8,1,0.0
2012-04-27,12.6,48,2053,2,2012,,0,0,60.8,1,0.0
2012-04-28,12.73,20,2051,2,2012,,1,0,64.4,1,0.0
2012-04-28,12.75,12,2052,2,2012,,1,0,64.4,1,0.0
2012-04-28,12.6,34,2053,2,2012,,1,0,64.4,1,0.0
2012-04-29,12.73,20,2051,2,2012,,1,0,62.6,1,0.0
2012-04-29,12.75,12,2052,2,2012,,1,0,62.6,1,0.0
2012-04-29,12.6,28,2053,2,2012,,1,0,62.6,1,0.0
2012-04-30,12.73,22,2051,2,2012,Labor Day,0,0,62.6,1,1.0
2012-04-30,12.75,16,2052,2,2012,Labor Day,0,0,62.6,1,1.0
2012-04-30,12.6,36,2053,2,2012,Labor Day,0,0,62.6,1,1.0
2012-05-01,11.49,22,2051,2,2012,Labor Day,0,0,66.2,1,1.0
2012-05-01,11.36,22,2052,2,2012,Labor Day,0,0,66.2,1,1.0
2012-05-01,10.47,44,2053,2,2012,Labor Day,0,0,66.2,1,1.0
2012-05-02,11.49,24,2051,2,2012,Labor Day,0,0,64.4,1,1.0
2012-05-02,11.36,20,2052,2,2012,Labor Day,0,0,64.4,1,1.0
2012-05-02,10.47,42,2053,2,2012,Labor Day,0,0,64.4,1,1.0
2012-05-03,11.49,32,2051,2,2012,,0,0,66.2,1,0.0
2012-05-03,11.36,26,2052,2,2012,,0,0,66.2,1,0.0
2012-05-03,10.47,58,2053,2,2012,,0,0,66.2,1,0.0
2012-05-04,11.49,30,2051,2,2012,,0,0,60.8,1,0.0
2012-05-04,11.36,26,2052,2,2012,,0,0,60.8,1,0.0
2012-05-04,10.47,58,2053,2,2012,,0,0,60.8,1,0.0
2012-05-05,11.49,20,2051,2,2012,,1,0,64.4,1,0.0
2012-05-05,11.36,16,2052,2,2012,,1,0,64.4,1,0.0
